geneid	chr	left	right
ENSG00000273312	10	35604485	35608153
ENSG00000273314	7	148696467	148698664
ENSG00000273320	7	106285199	106286326
ENSG00000273328	3	42809414	42908105
ENSG00000273329	7	129591008	129611675
ENSG00000273333	6	32184733	32185882
ENSG00000273338	1	78004330	78004554
ENSG00000273341	7	77415780	77426134
ENSG00000273355	18	812377	814112
ENSG00000273361	2	218398739	218399617
ENSG00000273381	9	91206175	91210299
ENSG00000273424	22	41430934	41431375
ENSG00000273448	7	67333047	67334383
ENSG00000273456	2	202374769	202376944
ENSG00000273472	4	140756147	140773771
ENSG00000273487	1	92189237	92190707
ENSG00000273507	13	39053019	39223238
ENSG00000273552	13	27667315	27680581
ENSG00000273618	14	23530682	23532367
ENSG00000273659	16	76582556	76583098
ENSG00000273669	18	75073543	75074205
ENSG00000273674	15	50839875	50908610
ENSG00000273702	17	59617784	59620021
ENSG00000273711	14	73873689	73885555
ENSG00000273747	15	83020115	83020802
ENSG00000273784	13	52599609	52651268
ENSG00000273824	12	68426331	68427737
ENSG00000273828	20	46364526	46397994
ENSG00000273891	10	121965764	121967700
ENSG00000273906	Y	6918682	6920791
ENSG00000273965	17	37407936	37408594
ENSG00000273971	16	75497948	75498289
ENSG00000274015	14	63641745	63665593
ENSG00000274021	12	89351015	89353271
ENSG00000274023	6	158282841	158428379
ENSG00000274080	7	73609262	73611502
ENSG00000274105	12	32728169	32729024
ENSG00000274124	12	48152817	48153128
ENSG00000274220	16	75433836	75436392
ENSG00000274253	15	22757835	22780131
ENSG00000274261	20	48406777	48410716
ENSG00000274265	1	149153076	149358719
ENSG00000274270	13	50125816	50128464
ENSG00000274281	15	38851306	38853432
ENSG00000274292	12	121800797	121803834
ENSG00000274333	21	5553602	5695242
ENSG00000274341	17	32408013	32408309
ENSG00000274383	15	64950916	64951435
ENSG00000274414	20	25239007	25245229
ENSG00000274421	9	70310875	70312120
ENSG00000274425	19	10333436	10336248
ENSG00000274460	16	21950218	21953014
ENSG00000274492	14	88819608	88822151
ENSG00000274561	17	68131462	68131907
ENSG00000274591	12	46239106	46239473
ENSG00000274698	16	68450283	68452318
ENSG00000274719	15	57990217	57990636
ENSG00000274751	16	1305543	1309413
ENSG00000274767	17	36182712	36197366
ENSG00000274769	2	61115787	61164825
ENSG00000274776	18	46786699	46789297
ENSG00000274825	20	38955910	38956547
ENSG00000274918	18	35317396	35317848
ENSG00000274922	13	112686769	112691109
ENSG00000274979	12	69326574	69331882
ENSG00000274993	7	100963828	100968124
ENSG00000275016	15	95638316	95826499
ENSG00000275120	15	84597809	84634193
ENSG00000275139	21	45759804	45763758
ENSG00000275180	12	62603193	62605503
ENSG00000275210	19	54308915	54337168
ENSG00000275223	20	33655701	33656423
ENSG00000275234	19	6469465	6470152
ENSG00000275236	16	74289593	74291052
ENSG00000275371	16	30110895	30111955
ENSG00000275383	16	68591382	68594424
ENSG00000275389	12	124085761	124088598
ENSG00000275431	17	35983656	35990270
ENSG00000275454	15	75639760	75640976
ENSG00000275465	9	96068561	96150747
ENSG00000275496	21	6228128	6267431
ENSG00000275512	18	35403996	35406528
ENSG00000275527	15	74598919	74610553
ENSG00000275552	14	22595808	22598946
ENSG00000275672	15	45378658	45387672
ENSG00000275678	1	67121605	67123956
ENSG00000275719	19	46787815	46789043
ENSG00000275734	16	89671568	89685304
ENSG00000275764	12	27037100	27038960
ENSG00000275765	5	151765859	151771508
ENSG00000275773	6	60723148	60723898
ENSG00000275799	21	44244545	44244993
ENSG00000275846	6	26602730	26606661
ENSG00000275880	13	110613082	110616353
ENSG00000275897	17	50475819	50478391
ENSG00000275898	12	116580974	116583672
ENSG00000275964	13	19863786	19866329
ENSG00000276007	16	78123243	78124332
ENSG00000276054	17	37386886	37387926
ENSG00000276071	19	36668102	36669404
ENSG00000276077	21	7430540	7498413
ENSG00000276110	1	150255095	150259933
ENSG00000276115	12	32352349	32354144
ENSG00000276136	12	32000375	32001222
ENSG00000276170	17	38450374	38470098
ENSG00000276216	1	145281115	145291294
ENSG00000276232	12	6510275	6510522
ENSG00000276248	13	113527260	113530621
ENSG00000276259	16	58522970	58523842
ENSG00000276308	12	115318657	115320405
ENSG00000276337	16	87470370	87474370
ENSG00000276422	9	60943311	60964196
ENSG00000276449	19	57449689	57453011
ENSG00000276509	1	146229086	146376495
ENSG00000276517	2	32526504	32529507
ENSG00000276529	21	44978832	44979274
ENSG00000276672	13	33846190	33850825
ENSG00000276698	14	24198433	24199090
ENSG00000276718	12	6466537	6467135
ENSG00000276728	17	45146725	45149884
ENSG00000276791	16	2777319	2780568
ENSG00000276846	19	37314868	37315620
ENSG00000276855	17	15789016	15789705
ENSG00000276900	12	31729117	31731204
ENSG00000276997	1	222477252	222504622
ENSG00000277007	1	219270774	219273387
ENSG00000277022	20	45435272	45448325
ENSG00000277067	21	7048748	7116635
ENSG00000277151	13	32782874	32788178
ENSG00000277159	13	112602828	112606417
ENSG00000277170	16	4426902	4427380
ENSG00000277270	20	61422483	61437630
ENSG00000277283	12	120116907	120119003
ENSG00000277287	20	3239696	3245382
ENSG00000277301	20	32509959	32520285
ENSG00000277324	18	54260666	54270063
ENSG00000277332	8	142614726	142640654
ENSG00000277412	9	61194211	61203446
ENSG00000277440	16	4430522	4431103
ENSG00000277476	17	68133201	68135935
ENSG00000277545	13	112811566	112812158
ENSG00000277550	20	38103524	38104961
ENSG00000277589	17	36998598	37000034
ENSG00000277675	7	75217004	75278793
ENSG00000277693	21	10327672	10342757
ENSG00000277695	4	89747802	89755853
ENSG00000277715	12	106248017	106252787
ENSG00000277763	14	56117316	56118090
ENSG00000277825	19	16352462	16353182
ENSG00000277855	3	71581601	71653387
ENSG00000277938	20	25229150	25231933
ENSG00000277969	17	38702363	38704747
ENSG00000277991	21	7629236	7692266
ENSG00000278002	14	49862969	49865508
ENSG00000278071	14	103207796	103226654
ENSG00000278097	17	36216362	36240920
ENSG00000278126	12	51201684	51202581
ENSG00000278133	16	31122235	31124064
ENSG00000278192	20	6065966	6067897
ENSG00000278206	6	143484979	143507327
ENSG00000278231	20	48821688	48888185
ENSG00000278239	19	41833686	41835950
ENSG00000278276	20	31573007	31581214
ENSG00000278291	13	20699307	20703718
ENSG00000278330	18	77112602	77115726
ENSG00000278341	16	88708956	88710437
ENSG00000278390	13	41132894	41261348
ENSG00000278576	14	88589231	88592408
ENSG00000278600	15	79920195	79922455
ENSG00000278601	10	110907483	110908182
ENSG00000278668	17	32410159	32410746
ENSG00000278703	18	57588611	57589091
ENSG00000278730	17	68126666	68129586
ENSG00000278743	12	25385058	25386288
ENSG00000278784	14	24201612	24203108
ENSG00000278834	17	40648025	40649731
ENSG00000278890	22	48052646	48058275
ENSG00000278903	21	6318370	6360415
ENSG00000278920	22	31051630	31068327
ENSG00000278932	21	9325011	9372879
ENSG00000278996	21	8131903	8227646
ENSG00000279072	7	56809214	56848800
ENSG00000279080	22	38130216	38150612
ENSG00000279085	22	25009685	25015072
ENSG00000279110	22	25052122	25065241
ENSG00000279145	15	55171378	55176739
ENSG00000279151	1	16701476	16713446
ENSG00000279168	7	102579104	102679295
ENSG00000279175	22	44102779	44116232
ENSG00000279217	22	36071000	36085573
ENSG00000279240	5	136375972	136397060
ENSG00000279249	16	49282020	49350504
ENSG00000279277	3	108030015	108039916
ENSG00000279278	22	22264601	22273020
ENSG00000279298	22	25251523	25252602
ENSG00000279345	22	49805452	49807208
ENSG00000279442	22	15298378	15304556
ENSG00000279467	22	23865248	23873277
ENSG00000279494	22	49851425	49853364
ENSG00000279529	19	16572548	16578954
ENSG00000279548	22	25022594	25024652
ENSG00000279622	16	84888037	84924935
ENSG00000279623	10	21865335	21865921
ENSG00000279652	22	35992321	36000469
ENSG00000279658	3	97836986	97874691
ENSG00000279668	17	33827699	34079100
ENSG00000279714	22	36091148	36093352
ENSG00000279738	22	37876148	37895563
ENSG00000279762	17	32423971	32446038
ENSG00000279833	22	39133090	39136760
ENSG00000279927	22	36066533	36070110
ENSG00000279932	8	17510613	17511300
ENSG00000279954	22	45875932	45894416
ENSG00000280007	22	18110759	18131154
ENSG00000280011	22	44210442	44229512
ENSG00000280036	15	41016990	41018843
ENSG00000280145	21	6630182	6670761
ENSG00000280195	X	154396878	154398842
ENSG00000280206	16	15701237	15702118
ENSG00000280341	22	15282557	15288670
ENSG00000280356	22	34629432	34665933
ENSG00000280383	22	45657019	45680130
ENSG00000280384	22	46163303	46165347
ENSG00000280395	22	50092745	50096437
ENSG00000280434	22	44139365	44153626
ENSG00000280441	21	8380643	8454792
ENSG00000280474	9	128595893	128596633
ENSG00000280485	10	93772605	93788605
ENSG00000280486	19	1385473	1389665
ENSG00000280511	6	76561305	76562662
ENSG00000280614	21	8393419	8394341
ENSG00000280660	10	93762453	93771991
ENSG00000280758	9	128630328	128631685
ENSG00000280800	21	8210384	8211306
ENSG00000280850	6	166274617	166277235
ENSG00000280878	2	111468810	111637967
ENSG00000281091	X	103404743	103518719
ENSG00000281181	21	8437629	8438551
ENSG00000281383	21	8254592	8255514
ENSG00000281566	X	98450688	99071363
ENSG00000281849	X	386962	511616
ENSG00000282024	6	16259048	16267769
ENSG00000282041	22	35376422	35377261
ENSG00000282143	1	16656781	16670115
ENSG00000282304	2	110245591	110287506
ENSG00000282381	7	65269305	65370725
ENSG00000282386	1	153964361	153965070
ENSG00000282390	10	1290018	1293002
ENSG00000282393	19	248551	251571
ENSG00000282556	11	6319127	6360454
ENSG00000282602	22	35372174	35372621
ENSG00000282772	10	102844161	102856407
ENSG00000282885	14	49860314	49868199
ENSG00000282904	4	47463153	47470852
ENSG00000282906	10	65123667	65141185
ENSG00000282907	16	568837	576257
ENSG00000282915	10	72467749	72473304
ENSG00000282917	4	47831028	47907754
ENSG00000282997	13	91994518	91996523
ENSG00000282998	2	49202101	49562658
ENSG00000283010	6	98829967	98835057
ENSG00000283061	7	12704	27234
ENSG00000283064	6	26160765	26172802
ENSG00000283072	20	22684678	22746991
ENSG00000283103	19	58309727	58327300
ENSG00000283148	3	58174478	58178374
ENSG00000283175	3	187291238	187297940
ENSG00000283183	4	576404	618108
ENSG00000283341	11	43578889	43840030
ENSG00000283380	X	20769718	21374265
ENSG00000283384	13	108335354	108448316
ENSG00000283400	X	20443326	20492349
ENSG00000283411	9	137605744	137711018
ENSG00000283415	11	6821942	6926878
ENSG00000283417	17	33791838	33816761
ENSG00000283445	1	58576189	58771295
ENSG00000283462	5	103880129	103891433
ENSG00000283538	17	62910021	62968628
ENSG00000283549	7	7640752	8004053
ENSG00000283608	6	149246095	149255415
ENSG00000283635	2	238289127	238300185
ENSG00000283638	X	134168911	134174129
ENSG00000283662	16	28258686	28292173
ENSG00000283674	8	12459075	12665661
ENSG00000283692	X	137573752	137982043
ENSG00000283696	1	161399409	161424820
ENSG00000283769	9	136263925	136267237
ENSG00000283839	2	184567625	184599008
ENSG00000283849	3	39152906	39154723
ENSG00000283897	5	127215159	127229893
ENSG00000283913	10	79904573	79951701
ENSG00000283959	8	102627633	102734314
ENSG00000283994	2	143601517	143608759
ENSG00000284052	2	190607660	190649840
ENSG00000284116	9	39931614	40106680
ENSG00000284196	13	79941531	80075035
ENSG00000284294	22	18936411	18947741
ENSG00000284418	9	22667301	23438700
ENSG00000284428	19	23259906	23274251
ENSG00000284430	19	31100304	31147981
ENSG00000284523	7	99252452	99325833
ENSG00000284601	1	54974900	54980464
ENSG00000284606	8	8059287	8226706
ENSG00000284607	6	26569324	26574698
ENSG00000284612	9	38650172	38662717
ENSG00000284618	X	81000150	81004217
ENSG00000284624	3	125758965	125911791
ENSG00000284633	22	39242174	39279897
ENSG00000284634	12	9447980	9662085
ENSG00000284642	1	10395416	10397432
ENSG00000284664	14	64349677	64352284
ENSG00000284675	16	73123258	73146443
ENSG00000284692	1	5478736	5493057
ENSG00000284697	12	8082269	8138548
ENSG00000284699	1	24704894	24717596
ENSG00000284702	1	31972189	31987034
ENSG00000284703	1	4012921	4019843
ENSG00000284705	1	36703928	36710582
ENSG00000284707	7	97851688	97972985
ENSG00000284708	1	11623558	11643416
ENSG00000284716	1	7998187	7999934
ENSG00000284719	1	39799370	39809456
ENSG00000284721	1	33194788	33200353
ENSG00000284722	11	75069243	75096964
ENSG00000284726	1	23297797	23302866
ENSG00000284734	1	89198572	89296802
ENSG00000284735	1	10381906	10387150
ENSG00000284744	1	6767954	6770038
ENSG00000284747	1	7991134	8005312
ENSG00000284748	1	37596111	37607341
ENSG00000284829	6	32098176	32117610
ENSG00000284830	1	111745299	111755537
ENSG00000284879	2	87455476	87767359
ENSG00000284882	1	84574114	84583620
ENSG00000284948	8	23084355	23103558
ENSG00000284957	8	11479203	11481068
ENSG00000284959	14	81012099	81170439
ENSG00000284966	13	106491147	106521630
ENSG00000284968	4	86924630	86936202
ENSG00000284977	9	117759390	118306252
ENSG00000285016	2	111429312	111699033
ENSG00000285040	16	85963328	85985386
ENSG00000285090	7	94071759	94396576
ENSG00000285091	20	58916000	58981169
ENSG00000285095	18	32470210	32745567
ENSG00000285103	9	27529085	27543902
ENSG00000285159	6	158853555	158864502
ENSG00000285169	9	16982723	17019601
ENSG00000285184	1	150020710	150067757
ENSG00000285190	5	87412342	87499340
ENSG00000285280	1	192167786	192986946
ENSG00000285314	22	20979462	20998121
ENSG00000285331	15	56795460	56918499
ENSG00000285367	16	51150770	51442519
ENSG00000285407	1	68661374	68943452
ENSG00000285486	17	44276368	44281787
ENSG00000285492	6	159051674	159121510
ENSG00000285517	12	30755074	30881888
ENSG00000285520	10	12877459	12965275
ENSG00000285527	16	87129857	87133107
ENSG00000285529	10	130525712	130537406
ENSG00000285530	1	100158537	100253414
ENSG00000285540	10	114100206	114118740
ENSG00000285552	5	40463562	40504563
ENSG00000285557	3	148368132	148591935
ENSG00000285559	17	34937306	34938604
ENSG00000285560	15	90630535	90631755
ENSG00000285563	4	164920894	164931047
ENSG00000285564	6	163338345	163346904
ENSG00000285569	2	11405508	11427276
ENSG00000285572	13	76552807	76846524
ENSG00000285575	18	5197165	5215497
ENSG00000285577	2	33274465	33281261
ENSG00000285581	11	1464582	1467632
ENSG00000285582	10	115123482	115218819
ENSG00000285583	19	12670079	12671023
ENSG00000285587	10	116274178	116281260
ENSG00000285591	2	8488420	8505027
ENSG00000285593	17	6342517	6375185
ENSG00000285600	3	127620106	127629049
ENSG00000285601	8	29351292	29360222
ENSG00000285608	14	32149176	32158008
ENSG00000285613	16	23167577	23186395
ENSG00000285627	12	1741197	1747099
ENSG00000285628	16	18318008	18344283
ENSG00000285630	10	30587706	30591151
ENSG00000285632	8	38202835	38231742
ENSG00000285634	9	85369591	85517317
ENSG00000285636	1	162146709	162175243
ENSG00000285637	9	12958503	13038423
ENSG00000285644	11	3057536	3064707
ENSG00000285646	1	11907940	11925009
ENSG00000285649	1	43968351	43974832
ENSG00000285652	6	122975198	122996061
ENSG00000285653	18	9840340	9841559
ENSG00000285658	11	46572948	46587808
ENSG00000285661	15	91094847	91099838
ENSG00000285663	15	93177269	93179999
ENSG00000285664	14	52791756	52945210
ENSG00000285667	15	84716743	84748253
ENSG00000285669	8	30192429	30201332
ENSG00000285670	7	56211502	56220748
ENSG00000285671	10	14372001	14377586
ENSG00000285672	13	114275326	114277323
ENSG00000285676	10	112794078	112821878
ENSG00000285679	X	7928443	8444335
ENSG00000285689	5	7272792	7276923
ENSG00000285693	11	72793624	72814072
ENSG00000285694	6	4447099	4473774
ENSG00000285696	11	108142458	108150381
ENSG00000285698	1	115270767	115283763
ENSG00000285702	7	73037371	73058520
ENSG00000285707	22	48254903	48259116
ENSG00000285710	16	70349085	70372166
ENSG00000285715	10	122017982	122019160
ENSG00000285718	1	194785517	194931310
ENSG00000285725	7	97966083	97973344
ENSG00000285728	1	42570775	42682613
ENSG00000285730	6	166995735	166999511
ENSG00000285738	3	66794032	66796921
ENSG00000285740	11	35894987	35897735
ENSG00000285742	13	84063106	84069408
ENSG00000285744	8	78805179	78956082
ENSG00000285747	14	50831962	50838100
ENSG00000285750	10	24816331	24822950
ENSG00000285751	11	38844954	39161907
ENSG00000285755	2	57289648	57886607
ENSG00000285756	X	3817524	3937855
ENSG00000285763	6	10659498	10692860
ENSG00000285770	12	7146482	7147817
ENSG00000285784	9	11618530	12058227
ENSG00000285792	16	84040790	84045333
ENSG00000285796	20	45926518	45935086
ENSG00000285802	1	23562670	23593621
ENSG00000285803	10	49972653	49988899
ENSG00000285810	10	75037676	75069897
ENSG00000285812	1	1097585	1104598
ENSG00000285813	11	105995185	105999213
ENSG00000285820	9	116838144	116877264
ENSG00000285821	7	157987147	157989456
ENSG00000285824	10	30309803	30312026
ENSG00000285826	14	83986776	84140544
ENSG00000285829	17	50781136	50828118
ENSG00000285830	14	39147833	39151363
ENSG00000285840	13	30445206	30482312
ENSG00000285841	7	141392155	141396517
ENSG00000285847	1	184607599	184680699
ENSG00000285851	1	84498350	84556688
ENSG00000285857	2	61527340	61529160
ENSG00000285861	8	3409133	3426587
ENSG00000285863	15	61861109	61894164
ENSG00000285867	1	153586813	153606283
ENSG00000285871	10	68896920	68900768
ENSG00000285872	2	10287703	10304903
ENSG00000285879	17	62035944	62040352
ENSG00000285881	8	22188182	22192578
ENSG00000285884	10	42637920	42645549
ENSG00000285886	7	72954797	72957106
ENSG00000285887	6	169419004	169425156
ENSG00000285892	7	78392626	78448999
ENSG00000285895	11	58491773	58493480
ENSG00000285906	3	11193029	11225958
ENSG00000285907	9	89563537	89604687
ENSG00000285919	15	68880663	68928941
ENSG00000285928	1	78022565	78024861
ENSG00000285934	15	46365646	46381043
ENSG00000285941	6	123589711	123685323
ENSG00000285961	6	92002610	92180156
ENSG00000285966	14	76958098	77000609
ENSG00000285968	22	25282097	25320227
ENSG00000285974	15	82180743	82182700
ENSG00000285977	8	4632854	4635654
ENSG00000285979	16	57177349	57181390
ENSG00000285987	9	84316514	84657077
ENSG00000285992	8	47129262	47132628
ENSG00000285994	10	12563151	12567351
ENSG00000286000	X	101640421	101644352
ENSG00000286004	3	195900986	195903417
ENSG00000286010	8	127629675	127671017
ENSG00000286011	2	85418504	85426724
ENSG00000286017	3	196973709	196979197
ENSG00000286018	21	29063446	29064368
ENSG00000286020	2	197817423	197836363
ENSG00000286035	4	83075957	83085600
ENSG00000286039	4	173506712	173511790
ENSG00000286044	11	121674261	121928976
ENSG00000286045	2	75710782	75728123
ENSG00000286067	12	120218070	120222668
ENSG00000286069	12	53739611	53898976
